id,mssv,xeploai,soquyetdinh,ngaycapvb, xeploai, soquyetdinh, ngaycapvb,namkhoahoc,label
76681.0,EB87A112XPvAibaEXe+yU1j0ocViqSbXKj24nkqQ, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76682.0,209DFFA3XPvAibaEXe+cD1fKElqxL0w/CiUgdc4i, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76683.0,17946C80XPvAibaEXe9lF2o7VejWNoJR7PTzcZwM, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76684.0,844FC6F6XPvAibaEXe+Y5CB/5gt3MJxEmi5bZKP2, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76685.0,B9080B55XPvAibaEXe+suUpvSAu/o8TqJY01Eqyx, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76686.0,B0446B28XPvAibaEXe+5f3nhbX2ehwI8GK1nbG8j, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76687.0,7F8E6556XPvAibaEXe/Bn5cQSu92WW9hSgwhnu8h, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76688.0,B981E9E5XPvAibaEXe9E+KuE/nFlid9nvxQOBGkV, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76689.0,8BD66DE8XPvAibaEXe9Bx5CZuIA9z4lpYtW5T9Ft, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76690.0,00BCE333XPvAibaEXe9upvU5DvuC9h+K5WaA2XCn, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76718.0,2C9E3006XPvAibaEXe+1j/AqdkpM2yVDjmi0fdgL, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76757.0,EBC8A649XPvAibaEXe+fmxcqgvribIboSP1ToKmG, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76758.0,2ABBE719XPvAibaEXe9hPQQhQOOPyUJ9WJU9hlCM, Giỏi, 772/QĐ_ĐHCNTT, 07/11/2017, Giỏi, 772/QĐ_ĐHCNTT, 07/11/2017,2013,0
76759.0,C307F053XPvAibaEXe+nZBq3b0XEhX8PABYu6iV1, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76760.0,F99CE6DEXPvAibaEXe86736b6Ol+/O3ZQU1AW1/C, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76761.0,7134F004XPvAibaEXe9eSUilQ3V71iW9jk0tCHGd, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76762.0,90324570XPvAibaEXe9Xnw4t0GPgxzBH5J/Jtjdb, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76763.0,E69E5181XPvAibaEXe+Y5CB/5gt3MFjmq2+4vhk0, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76764.0,0ECFDCE2XPvAibaEXe9hPQQhQOOPyenrlTjJyLmh, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76765.0,9C9D7B29XPvAibaEXe9aucNQ7/14aOsZ4IvYO2l6, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76766.0,9095EEE4XPvAibaEXe93PEySAJOVk2kOrJQCpxlr, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76767.0,B9E5D259XPvAibaEXe8VekUw4ELehsnOqNbPmwk3, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76768.0,25C15555XPvAibaEXe9M021iVaAwIGned3/1O2WJ, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76769.0,D8B81312XPvAibaEXe/PGAaNNWvbUIfmRv3bR2wn, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76770.0,134B0E11XPvAibaEXe+sfU1lcH9y3wqzt5gIecFn, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76786.0,FFE9E452XPvAibaEXe+6MN9FoW2mqXtx1lMTF9+D, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76787.0,6CDA0ED7XPvAibaEXe+BHZkA9XgGXSS4BHzShGje, Khá, 823/QĐ_ĐHCNTT, 21/11/2017, Khá, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76788.0,EDD0F071XPvAibaEXe+BHZkA9XgGXcEipjLDOZCD, Khá, 823/QĐ_ĐHCNTT, 21/11/2017, Khá, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76789.0,ACC4D198XPvAibaEXe+5oCRQPDKXspsKZR6r2Sfg, Khá, 823/QĐ_ĐHCNTT, 21/11/2017, Khá, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76790.0,02C4644FXPvAibaEXe+wmtNhlfgIwhu0VSXU3tYN, Khá, 823/QĐ_ĐHCNTT, 21/11/2017, Khá, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76791.0,EB088421XPvAibaEXe9aucNQ7/14aMv4g9KsRfJR, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76792.0,C06D6804XPvAibaEXe/lOccskaOiOzn1wuEhQE1s, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76793.0,90DB40EBXPvAibaEXe8VekUw4ELehq65j34D9PkS, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76794.0,68E760BFXPvAibaEXe8ooYk4mkUGmPtFJ8yRjfYR, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76795.0,A20F7E4AXPvAibaEXe9JdUmjPcaT8iHevy7upJJ3, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76796.0,12C24162XPvAibaEXe9Xnw4t0GPgx9K2sCLXkxKl, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76797.0,6668D44AXPvAibaEXe99GOtI/HwJhanR/t567SdC, Khá, 823/QĐ_ĐHCNTT, 21/11/2017, Khá, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76798.0,9FC490D1XPvAibaEXe/V2dF0qjs8bfJmcAaGrAyd, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76799.0,0D5F945EXPvAibaEXe8CKeIX0ksEeMKbwIdrC9sO, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76800.0,535EE7D3XPvAibaEXe9/su+qLcYDMqV4B2iJU0yP, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76801.0,0113B184XPvAibaEXe+TFgEDwYNnvZZmdVYGpoeH, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76802.0,EC288A3AXPvAibaEXe/6muSCAeQUC0/HYwqGRTEN, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017, Trung bình khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76803.0,8A298ECAXPvAibaEXe+PhKfQb0+XJ+kXHQSu4bQz, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76804.0,182EDDDCXPvAibaEXe+1P/4gNbgredAYJhLzP30B, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76805.0,882C1D7FXPvAibaEXe9fwZBwsCOuQPUdyMrENQrr, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76806.0,83845261XPvAibaEXe9hPQQhQOOPyYvq0zhwjv2w, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76807.0,82EB45E9XPvAibaEXe9eSUilQ3V71rLMOFZnU1bQ, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76808.0,86251376XPvAibaEXe+9GFX9aWroRIB/Av3VNcgb, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76809.0,DACFD4A5XPvAibaEXe9Xnw4t0GPgx+xvqv2s103W, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76810.0,BBAD4F2BXPvAibaEXe879+AOg1gh8vGaQYZ3wJAR, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76811.0,1874573AXPvAibaEXe/FejQN8/S5fLmLJ8y3qJ+f, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76812.0,30F6C945XPvAibaEXe/Lh6v1XxTKJVD20kccXwaQ, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76813.0,AC1D5CB1XPvAibaEXe+BHZkA9XgGXbBgkPwySdH1, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76814.0,6BB4FBF8XPvAibaEXe/XBbLEWRhgQYrCodpVCa+j, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76815.0,538FDEFEXPvAibaEXe9P07hcrvmhCe3unM2XvNXE, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76816.0,F309234EXPvAibaEXe/YKAlYnC3m9+IBO6iZJ0Cn, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76817.0,A2233613XPvAibaEXe+/EkvXK98KbS5Ipe6z9qPE, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76818.0,A983754AXPvAibaEXe/K6d36/fqcEdlTFj1DNngv, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76819.0,BC40304FXPvAibaEXe/K6d36/fqcEefQQtlAr3/B, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76820.0,5B6EEE16XPvAibaEXe/PGAaNNWvbUKB+697ALtA7, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017, Giỏi, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76821.0,1C23EAB7XPvAibaEXe/HrmBtV6rCht56WLJoO8h/, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76822.0,DDB9E00CXPvAibaEXe/Xn8KZjn44cdZNDzzd5bIQ, Khá, 713/QĐ_ĐHCNTT, 06/10/2017, Khá, 713/QĐ_ĐHCNTT, 06/10/2017,2013,0
76823.0,52A13A56XPvAibaEXe8Y+/3uR2PkTBzKGlmHNdAe, Xuất sắc, 823/QĐ_ĐHCNTT, 21/11/2017, Xuất sắc, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76824.0,6F75613CXPvAibaEXe8/3iNqySORbxrmFjIeDct7, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76825.0,082CA1BDXPvAibaEXe9h45naFhFKYgXejbIyWnsM, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76826.0,702D2CF3XPvAibaEXe8ooYk4mkUGmA64Z/iLP3mB, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76827.0,E99E9EA2XPvAibaEXe+LLvbxzunmJFOIkyW9ng8u, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76828.0,FC77E598XPvAibaEXe879+AOg1gh8pb/q8KzJ2A3, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76829.0,0375F69FXPvAibaEXe9JdUmjPcaT8kzHYZ2eSjwX, Khá, 823/QĐ_ĐHCNTT, 21/11/2017, Khá, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76830.0,77AF8F32XPvAibaEXe8k9aD0YXzUPoj2oI/UFM4b, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017, Giỏi, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76831.0,57203F91XPvAibaEXe9JDlHA4z2GHFHVJ5vTRj7d, Khá, 823/QĐ_ĐHCNTT, 21/11/2017, Khá, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76832.0,C5AB8E67XPvAibaEXe+5f3nhbX2eh0F3gDayami1, Khá, 823/QĐ_ĐHCNTT, 21/11/2017, Khá, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76833.0,29430069XPvAibaEXe+TFgEDwYNnvUaz/ItEjR3K, Khá, 823/QĐ_ĐHCNTT, 21/11/2017, Khá, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76834.0,D3CF8A69XPvAibaEXe9/su+qLcYDMseXWfkodzkh, Khá, 823/QĐ_ĐHCNTT, 21/11/2017, Khá, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76835.0,B2204322XPvAibaEXe/SxwNRab2vgCFsjDisX+gc, Khá, 823/QĐ_ĐHCNTT, 21/11/2017, Khá, 823/QĐ_ĐHCNTT, 21/11/2017,2013,0
76899.0,2F08E330XPvAibaEXe9KDsVv3cRkMcUAjGGB+quv, Trung bình Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Trung bình Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76900.0,C76005A8XPvAibaEXe/X/wixypGyAg54ZpujWGey, Trung bình Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Trung bình Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76901.0,5032DD33XPvAibaEXe9X5bpEKoa0mil88XvSiR4r, Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76902.0,81F211BEXPvAibaEXe9Xnw4t0GPgx1AaPdjIiPDQ, Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76903.0,12A9523FXPvAibaEXe+lwq621ApacfioDy2WOjEt, Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76904.0,CF64EF5DXPvAibaEXe+PhKfQb0+XJ/i3djEe18Vw, Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76914.0,99325C17XPvAibaEXe8wlx2/dthDAuX2r9IBWF/q, Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76915.0,EAFB8611XPvAibaEXe+wmtNhlfgIwhUtxuTJu+OP, Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76916.0,5688EF7BXPvAibaEXe8wMpKQnQ7j6N3au2DJ/ayN, Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76917.0,97C2C03FXPvAibaEXe+PhKfQb0+XJ2fDNXQs9az5, Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76918.0,BC4D7362XPvAibaEXe/zHDidEgqCTtuOJqWtyJVx, Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76919.0,9EF161A4XPvAibaEXe+gsTDvgY5pDiTxGuafuV/2, Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76920.0,741BAEACXPvAibaEXe80gGmWuNekT1wC4lREx8CX, Trung bình Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Trung bình Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76921.0,BB1A9EF5XPvAibaEXe/uH+ehSKMSjQysGck5FHrj, Trung bình Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Trung bình Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76922.0,F03B1465XPvAibaEXe97hU2RTHdNnBRrvP91HIpv, Giỏi, 66/QĐ_ĐHCNTT, 19/01/2018, Giỏi, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76923.0,C0190846XPvAibaEXe/K6d36/fqcEe9FN5eCB80E, Giỏi, 66/QĐ_ĐHCNTT, 19/01/2018, Giỏi, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76924.0,04F89839XPvAibaEXe8ge2UHv4J4B7N8hGEpTcLN, Giỏi, 66/QĐ_ĐHCNTT, 19/01/2018, Giỏi, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76925.0,302C659FXPvAibaEXe80gGmWuNekT9HQE57P7S6C, Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76926.0,37930AD7XPvAibaEXe9CtFSNMbfIz8i9KHQMn+p1, Khá, 66/QĐ_ĐHCNTT, 19/01/2018, Khá, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76927.0,7DE2E094XPvAibaEXe/ji2wENvGp6JB8Dx018brq, Giỏi, 66/QĐ_ĐHCNTT, 19/01/2018, Giỏi, 66/QĐ_ĐHCNTT, 19/01/2018,2013,0
76996.0,FF601AFCXPvAibaEXe93PEySAJOVk+OR7t0UZryF, Khá, 222/QĐ-ĐHCNTT, 10/04/2018, Khá, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
76997.0,B646C3C8XPvAibaEXe83V/kFvw2bBVmhVT6fEz4k, Khá, 222/QĐ-ĐHCNTT, 10/04/2018, Khá, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
76998.0,DEE53B1AXPvAibaEXe+vL6q6thZ0Nu5juVpB1ljH, Trung bình Khá, 222/QĐ-ĐHCNTT, 10/04/2018, Trung bình Khá, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
76999.0,BCC346C2XPvAibaEXe+gsTDvgY5pDhgO3+5ZTm70, Khá, 222/QĐ-ĐHCNTT, 10/04/2018, Khá, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
77000.0,62654F5DXPvAibaEXe9jjgNhrmbJFPIZXXeZlnxy, Khá, 222/QĐ-ĐHCNTT, 10/04/2018, Khá, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
77001.0,1F7628F8XPvAibaEXe9aucNQ7/14aOyjtUGYaNi7, Giỏi, 222/QĐ-ĐHCNTT, 10/04/2018, Giỏi, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
77002.0,A465B59BXPvAibaEXe99GOtI/HwJhTcVZiHi+eIc, Khá, 222/QĐ-ĐHCNTT, 10/04/2018, Khá, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
77003.0,149BDD84XPvAibaEXe9CtFSNMbfIz6gM1EejySf8, Giỏi, 222/QĐ-ĐHCNTT, 10/04/2018, Giỏi, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
77004.0,7259E977XPvAibaEXe86736b6Ol+/PreEMY8ftS4, Khá, 222/QĐ-ĐHCNTT, 10/04/2018, Khá, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
77005.0,91C557BBXPvAibaEXe9X5bpEKoa0mhzvi3xnxIFE, Khá, 222/QĐ-ĐHCNTT, 10/04/2018, Khá, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
77006.0,AB4D8F99XPvAibaEXe/YKN5ysyYL7EjErJAJK5l+, Giỏi, 222/QĐ-ĐHCNTT, 10/04/2018, Giỏi, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
77008.0,0C4BAF73XPvAibaEXe9MQ7MBXxp/M/xAK3s0gD7g, Khá, 222/QĐ-ĐHCNTT, 10/04/2018, Khá, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
77010.0,D55EBAD9XPvAibaEXe9Z67almz7y5tkcxWS/xrjc, Giỏi, 222/QĐ-ĐHCNTT, 10/04/2018, Giỏi, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
77011.0,33540BD5XPvAibaEXe+P6Zzp7Rb5oCZdb2RzFYFL, Khá, 222/QĐ-ĐHCNTT, 10/04/2018, Khá, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
77013.0,85A1EF64XPvAibaEXe/asAVnWDRS7aDwG/eutYGP, Giỏi, 222/QĐ-ĐHCNTT, 10/04/2018, Giỏi, 222/QĐ-ĐHCNTT, 10/04/2018,2013,0
